url,family,state_slug,record_id,index_status,canonical,in_sitemap,title,title_length,description,description_length,h1,h1_count,internal_links_out,internal_links_in,click_depth_from_home,is_orphan,word_count,source_count,completeness_pct,last_verified,priority_tier
/california/eastvale/solar-permit-guide/,locality-guide,california,ca-riverside-eastvale-sce,index,https://mygridpermit.com/california/eastvale/solar-permit-guide/,true,"Eastvale, CA Solar Permit Guide | GridPermit",44,"Eastvale, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-11.",140,Eastvale Solar Permit Guide,1,28,17,2,false,1207,6,80,2026-08-11,1
/california/el-cajon/solar-permit-guide/,locality-guide,california,ca-san-diego-el-cajon-sdge,index,https://mygridpermit.com/california/el-cajon/solar-permit-guide/,true,"El Cajon, CA Solar Permit Guide | GridPermit",44,"El Cajon, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-08.",140,El Cajon Solar Permit Guide,1,28,20,2,false,1205,4,80,2026-08-08,1
/california/el-cerrito/solar-permit-guide/,locality-guide,california,ca-contra-costa-el-cerrito-pge,index,https://mygridpermit.com/california/el-cerrito/solar-permit-guide/,true,"El Cerrito, CA Solar Permit Guide | GridPermit",46,"El Cerrito, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-08.",142,El Cerrito Solar Permit Guide,1,28,20,2,false,1006,3,80,2026-08-08,1
/california/el-monte/solar-permit-guide/,locality-guide,california,ca-los-angeles-el-monte-sce,index,https://mygridpermit.com/california/el-monte/solar-permit-guide/,true,"El Monte, CA Solar Permit Guide | GridPermit",44,"El Monte, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",140,El Monte Solar Permit Guide,1,28,3,2,false,1169,5,80,2026-08-09,1
/california/emeryville/solar-permit-guide/,locality-guide,california,ca-alameda-emeryville-pge,index,https://mygridpermit.com/california/emeryville/solar-permit-guide/,true,"Emeryville, CA Solar Permit Guide | GridPermit",46,"Emeryville, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",142,Emeryville Solar Permit Guide,1,28,15,2,false,1127,5,80,2026-08-09,1
/california/encinitas/solar-permit-guide/,locality-guide,california,ca-san-diego-encinitas-sdge,index,https://mygridpermit.com/california/encinitas/solar-permit-guide/,true,"Encinitas, CA Solar Permit Guide | GridPermit",45,"Encinitas, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",141,Encinitas Solar Permit Guide,1,28,20,2,false,1141,5,80,2026-08-09,1
/california/escondido/solar-permit-guide/,locality-guide,california,ca-san-diego-escondido-sdge,index,https://mygridpermit.com/california/escondido/solar-permit-guide/,true,"Escondido, CA Solar Permit Guide | GridPermit",45,"Escondido, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-02.",141,Escondido Solar Permit Guide,1,28,9,2,false,1226,4,80,2026-08-02,1
/california/eureka/solar-permit-guide/,locality-guide,california,ca-humboldt-eureka-pge,index,https://mygridpermit.com/california/eureka/solar-permit-guide/,true,"Eureka, CA Solar Permit Guide | GridPermit",42,"Eureka, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",138,Eureka Solar Permit Guide,1,27,3,2,false,1004,4,80,2026-08-09,1
/california/fairfax/solar-permit-guide/,locality-guide,california,ca-marin-fairfax-pge,index,https://mygridpermit.com/california/fairfax/solar-permit-guide/,true,"Fairfax, CA Solar Permit Guide | GridPermit",43,"Fairfax, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",139,Fairfax Solar Permit Guide,1,28,11,2,false,1068,5,80,2026-08-09,1
/california/fairfield/solar-permit-guide/,locality-guide,california,ca-solano-fairfield-pge,index,https://mygridpermit.com/california/fairfield/solar-permit-guide/,true,"Fairfield, CA Solar Permit Guide | GridPermit",45,"Fairfield, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",141,Fairfield Solar Permit Guide,1,28,9,2,false,1183,4,86.7,2026-08-09,1
/california/fillmore/solar-permit-guide/,locality-guide,california,ca-ventura-fillmore-sce,index,https://mygridpermit.com/california/fillmore/solar-permit-guide/,true,"Fillmore, CA Solar Permit Guide | GridPermit",44,"Fillmore, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-10.",140,Fillmore Solar Permit Guide,1,28,11,2,false,1111,6,80,2026-08-10,1
/california/folsom/solar-permit-guide/,locality-guide,california,ca-sacramento-folsom-smud,index,https://mygridpermit.com/california/folsom/solar-permit-guide/,true,"Folsom, CA Solar Permit Guide | GridPermit",42,"Folsom, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-11.",138,Folsom Solar Permit Guide,1,25,6,2,false,1164,4,80,2026-08-11,1
/california/fontana/solar-permit-guide/,locality-guide,california,ca-san-bernardino-fontana-sce,index,https://mygridpermit.com/california/fontana/solar-permit-guide/,true,"Fontana, CA Solar Permit Guide | GridPermit",43,"Fontana, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-05.",139,Fontana Solar Permit Guide,1,28,18,2,false,1056,5,80,2026-08-05,1
/california/fortuna/solar-permit-guide/,locality-guide,california,ca-humboldt-fortuna-pge,index,https://mygridpermit.com/california/fortuna/solar-permit-guide/,true,"Fortuna, CA Solar Permit Guide | GridPermit",43,"Fortuna, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",139,Fortuna Solar Permit Guide,1,27,3,2,false,1113,4,80,2026-08-09,1
/california/foster-city/solar-permit-guide/,locality-guide,california,ca-san-mateo-foster-city-pge,index,https://mygridpermit.com/california/foster-city/solar-permit-guide/,true,"Foster City, CA Solar Permit Guide | GridPermit",47,"Foster City, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-08.",143,Foster City Solar Permit Guide,1,28,17,2,false,1085,3,80,2026-08-08,1
/california/fountain-valley/solar-permit-guide/,locality-guide,california,ca-orange-fountain-valley-sce,index,https://mygridpermit.com/california/fountain-valley/solar-permit-guide/,true,"Fountain Valley, CA Solar Permit Guide | GridPermit",51,"Fountain Valley, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-06.",147,Fountain Valley Solar Permit Guide,1,28,3,2,false,1152,6,86.7,2026-08-06,1
/california/fremont/solar-permit-guide/,locality-guide,california,ca-alameda-fremont-pge,index,https://mygridpermit.com/california/fremont/solar-permit-guide/,true,"Fremont, CA Solar Permit Guide | GridPermit",43,"Fremont, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",139,Fremont Solar Permit Guide,1,28,15,2,false,1344,8,80,2026-08-09,1
/california/fresno/solar-permit-guide/,locality-guide,california,ca-fresno-fresno-pge,index,https://mygridpermit.com/california/fresno/solar-permit-guide/,true,"Fresno, CA Solar Permit Guide | GridPermit",42,"Fresno, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-11.",138,Fresno Solar Permit Guide,1,27,4,2,false,1366,7,80,2026-08-11,1
/california/fullerton/solar-permit-guide/,locality-guide,california,ca-orange-fullerton-sce,index,https://mygridpermit.com/california/fullerton/solar-permit-guide/,true,"Fullerton, CA Solar Permit Guide | GridPermit",45,"Fullerton, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",141,Fullerton Solar Permit Guide,1,28,3,2,false,1490,7,80,2026-08-09,1
/california/garden-grove/solar-permit-guide/,locality-guide,california,ca-orange-garden-grove-sce,index,https://mygridpermit.com/california/garden-grove/solar-permit-guide/,true,"Garden Grove, CA Solar Permit Guide | GridPermit",48,"Garden Grove, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-05.",144,Garden Grove Solar Permit Guide,1,28,3,2,false,1419,6,80,2026-08-05,1
/california/gardena/solar-permit-guide/,locality-guide,california,ca-los-angeles-gardena-sce,index,https://mygridpermit.com/california/gardena/solar-permit-guide/,true,"Gardena, CA Solar Permit Guide | GridPermit",43,"Gardena, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-06.",139,Gardena Solar Permit Guide,1,28,3,2,false,1157,6,80,2026-08-06,1
/california/gilroy/solar-permit-guide/,locality-guide,california,ca-santa-clara-gilroy-pge,index,https://mygridpermit.com/california/gilroy/solar-permit-guide/,true,"Gilroy, CA Solar Permit Guide | GridPermit",42,"Gilroy, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-08.",138,Gilroy Solar Permit Guide,1,28,15,2,false,1116,3,80,2026-08-08,1
/california/glendale/solar-permit-guide/,locality-guide,california,ca-los-angeles-glendale-gwp,index,https://mygridpermit.com/california/glendale/solar-permit-guide/,true,"Glendale, CA Solar Permit Guide | GridPermit",44,"Glendale, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-11.",140,Glendale Solar Permit Guide,1,27,2,2,false,1604,1,80,2026-08-11,1
/california/glendora/solar-permit-guide/,locality-guide,california,ca-los-angeles-glendora-sce,index,https://mygridpermit.com/california/glendora/solar-permit-guide/,true,"Glendora, CA Solar Permit Guide | GridPermit",44,"Glendora, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-11.",140,Glendora Solar Permit Guide,1,28,3,2,false,1477,8,86.7,2026-08-11,1
/california/goleta/solar-permit-guide/,locality-guide,california,ca-santa-barbara-goleta-sce,index,https://mygridpermit.com/california/goleta/solar-permit-guide/,true,"Goleta, CA Solar Permit Guide | GridPermit",42,"Goleta, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",138,Goleta Solar Permit Guide,1,28,7,2,false,1357,5,93.3,2026-08-09,1
/california/gonzales/solar-permit-guide/,locality-guide,california,ca-monterey-gonzales-pge,index,https://mygridpermit.com/california/gonzales/solar-permit-guide/,true,"Gonzales, CA Solar Permit Guide | GridPermit",44,"Gonzales, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",140,Gonzales Solar Permit Guide,1,28,11,2,false,1111,5,80,2026-08-09,1
/california/grass-valley/solar-permit-guide/,locality-guide,california,ca-nevada-grass-valley-pge,index,https://mygridpermit.com/california/grass-valley/solar-permit-guide/,true,"Grass Valley, CA Solar Permit Guide | GridPermit",48,"Grass Valley, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",144,Grass Valley Solar Permit Guide,1,27,4,2,false,964,4,80,2026-08-09,1
/california/gridley/solar-permit-guide/,locality-guide,california,ca-butte-gridley-geu,index,https://mygridpermit.com/california/gridley/solar-permit-guide/,true,"Gridley, CA Solar Permit Guide | GridPermit",43,"Gridley, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-11.",139,Gridley Solar Permit Guide,1,21,2,2,false,1157,4,80,2026-08-11,1
/california/grover-beach/solar-permit-guide/,locality-guide,california,ca-san-luis-obispo-grover-beach-pge,index,https://mygridpermit.com/california/grover-beach/solar-permit-guide/,true,"Grover Beach, CA Solar Permit Guide | GridPermit",48,"Grover Beach, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",144,Grover Beach Solar Permit Guide,1,28,9,2,false,961,3,80,2026-08-09,1
/california/hanford/solar-permit-guide/,locality-guide,california,ca-kings-hanford-pge,index,https://mygridpermit.com/california/hanford/solar-permit-guide/,true,"Hanford, CA Solar Permit Guide | GridPermit",43,"Hanford, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",139,Hanford Solar Permit Guide,1,27,4,2,false,1087,5,80,2026-08-09,1
/california/hawthorne/solar-permit-guide/,locality-guide,california,ca-los-angeles-hawthorne-sce,index,https://mygridpermit.com/california/hawthorne/solar-permit-guide/,true,"Hawthorne, CA Solar Permit Guide | GridPermit",45,"Hawthorne, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-11.",141,Hawthorne Solar Permit Guide,1,28,3,2,false,1533,8,86.7,2026-08-11,1
/california/hayward/solar-permit-guide/,locality-guide,california,ca-alameda-hayward-pge,index,https://mygridpermit.com/california/hayward/solar-permit-guide/,true,"Hayward, CA Solar Permit Guide | GridPermit",43,"Hayward, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-03.",139,Hayward Solar Permit Guide,1,28,9,2,false,1802,6,93.3,2026-08-03,1
/california/healdsburg/solar-permit-guide/,locality-guide,california,ca-sonoma-healdsburg-hed,index,https://mygridpermit.com/california/healdsburg/solar-permit-guide/,true,"Healdsburg, CA Solar Permit Guide | GridPermit",46,"Healdsburg, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-11.",142,Healdsburg Solar Permit Guide,1,27,9,2,false,1291,5,100,2026-08-11,1
/california/hemet/solar-permit-guide/,locality-guide,california,ca-riverside-hemet-sce,index,https://mygridpermit.com/california/hemet/solar-permit-guide/,true,"Hemet, CA Solar Permit Guide | GridPermit",41,"Hemet, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-08.",137,Hemet Solar Permit Guide,1,28,16,2,false,1154,6,80,2026-08-08,1
/california/hercules/solar-permit-guide/,locality-guide,california,ca-contra-costa-hercules-pge,index,https://mygridpermit.com/california/hercules/solar-permit-guide/,true,"Hercules, CA Solar Permit Guide | GridPermit",44,"Hercules, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-08.",140,Hercules Solar Permit Guide,1,28,20,2,false,1194,3,86.7,2026-08-08,1
/california/hermosa-beach/solar-permit-guide/,locality-guide,california,ca-los-angeles-hermosa-beach-sce,index,https://mygridpermit.com/california/hermosa-beach/solar-permit-guide/,true,"Hermosa Beach, CA Solar Permit Guide | GridPermit",49,"Hermosa Beach, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-06.",145,Hermosa Beach Solar Permit Guide,1,28,3,2,false,1273,6,86.7,2026-08-06,1
/california/hesperia/solar-permit-guide/,locality-guide,california,ca-san-bernardino-hesperia-sce,index,https://mygridpermit.com/california/hesperia/solar-permit-guide/,true,"Hesperia, CA Solar Permit Guide | GridPermit",44,"Hesperia, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-08.",140,Hesperia Solar Permit Guide,1,28,10,2,false,1060,5,80,2026-08-08,1
/california/highland/solar-permit-guide/,locality-guide,california,ca-san-bernardino-highland-sce,index,https://mygridpermit.com/california/highland/solar-permit-guide/,true,"Highland, CA Solar Permit Guide | GridPermit",44,"Highland, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-08.",140,Highland Solar Permit Guide,1,28,3,2,false,1134,5,80,2026-08-08,1
/california/huntington-beach/solar-permit-guide/,locality-guide,california,ca-orange-huntington-beach-sce,index,https://mygridpermit.com/california/huntington-beach/solar-permit-guide/,true,"Huntington Beach, CA Solar Permit Guide | GridPermit",52,"Huntington Beach, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-05.",148,Huntington Beach Solar Permit Guide,1,28,3,2,false,1273,6,93.3,2026-08-05,1
/california/imperial-beach/solar-permit-guide/,locality-guide,california,ca-san-diego-imperial-beach-sdge,index,https://mygridpermit.com/california/imperial-beach/solar-permit-guide/,true,"Imperial Beach, CA Solar Permit Guide | GridPermit",50,"Imperial Beach, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",146,Imperial Beach Solar Permit Guide,1,28,3,2,false,1170,4,80,2026-08-09,1
/california/inglewood/solar-permit-guide/,locality-guide,california,ca-los-angeles-inglewood-sce,index,https://mygridpermit.com/california/inglewood/solar-permit-guide/,true,"Inglewood, CA Solar Permit Guide | GridPermit",45,"Inglewood, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-06.",141,Inglewood Solar Permit Guide,1,28,3,2,false,1171,6,80,2026-08-06,1
/california/irvine/solar-permit-guide/,locality-guide,california,ca-orange-irvine-sce,index,https://mygridpermit.com/california/irvine/solar-permit-guide/,true,"Irvine, CA Solar Permit Guide | GridPermit",42,"Irvine, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",138,Irvine Solar Permit Guide,1,28,3,2,false,1645,7,80,2026-08-09,1
/california/jurupa-valley/solar-permit-guide/,locality-guide,california,ca-riverside-jurupa-valley-sce,index,https://mygridpermit.com/california/jurupa-valley/solar-permit-guide/,true,"Jurupa Valley, CA Solar Permit Guide | GridPermit",49,"Jurupa Valley, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-08.",145,Jurupa Valley Solar Permit Guide,1,28,17,2,false,1071,5,80,2026-08-08,1
/california/king-city/solar-permit-guide/,locality-guide,california,ca-monterey-king-city-pge,index,https://mygridpermit.com/california/king-city/solar-permit-guide/,true,"King City, CA Solar Permit Guide | GridPermit",45,"King City, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-10.",141,King City Solar Permit Guide,1,28,11,2,false,1087,5,80,2026-08-10,1
/california/kingsburg/solar-permit-guide/,locality-guide,california,ca-fresno-kingsburg-pge,index,https://mygridpermit.com/california/kingsburg/solar-permit-guide/,true,"Kingsburg, CA Solar Permit Guide | GridPermit",45,"Kingsburg, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",141,Kingsburg Solar Permit Guide,1,27,4,2,false,1145,4,80,2026-08-09,1
/california/la-habra/solar-permit-guide/,locality-guide,california,ca-orange-la-habra-sce,index,https://mygridpermit.com/california/la-habra/solar-permit-guide/,true,"La Habra, CA Solar Permit Guide | GridPermit",44,"La Habra, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-06.",140,La Habra Solar Permit Guide,1,28,3,2,false,1441,5,86.7,2026-08-06,1
/california/la-mesa/solar-permit-guide/,locality-guide,california,ca-san-diego-la-mesa-sdge,index,https://mygridpermit.com/california/la-mesa/solar-permit-guide/,true,"La Mesa, CA Solar Permit Guide | GridPermit",43,"La Mesa, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-08.",139,La Mesa Solar Permit Guide,1,28,3,2,false,1167,4,80,2026-08-08,1
/california/la-verne/solar-permit-guide/,locality-guide,california,ca-los-angeles-la-verne-sce,index,https://mygridpermit.com/california/la-verne/solar-permit-guide/,true,"La Verne, CA Solar Permit Guide | GridPermit",44,"La Verne, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-06.",140,La Verne Solar Permit Guide,1,28,3,2,false,1114,6,80,2026-08-06,1
/california/lafayette/solar-permit-guide/,locality-guide,california,ca-contra-costa-lafayette-pge,index,https://mygridpermit.com/california/lafayette/solar-permit-guide/,true,"Lafayette, CA Solar Permit Guide | GridPermit",45,"Lafayette, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-08.",141,Lafayette Solar Permit Guide,1,28,9,2,false,1239,3,86.7,2026-08-08,1
/california/laguna-beach/solar-permit-guide/,locality-guide,california,ca-orange-laguna-beach-sce,index,https://mygridpermit.com/california/laguna-beach/solar-permit-guide/,true,"Laguna Beach, CA Solar Permit Guide | GridPermit",48,"Laguna Beach, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-11.",144,Laguna Beach Solar Permit Guide,1,28,3,2,false,1483,7,86.7,2026-08-11,1
/california/laguna-hills/solar-permit-guide/,locality-guide,california,ca-orange-laguna-hills-sce,index,https://mygridpermit.com/california/laguna-hills/solar-permit-guide/,true,"Laguna Hills, CA Solar Permit Guide | GridPermit",48,"Laguna Hills, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-06.",144,Laguna Hills Solar Permit Guide,1,28,3,2,false,1082,5,80,2026-08-06,1
/california/laguna-niguel/solar-permit-guide/,locality-guide,california,ca-orange-laguna-niguel-sce,index,https://mygridpermit.com/california/laguna-niguel/solar-permit-guide/,true,"Laguna Niguel, CA Solar Permit Guide | GridPermit",49,"Laguna Niguel, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-06.",145,Laguna Niguel Solar Permit Guide,1,28,3,2,false,1203,5,86.7,2026-08-06,1
/california/lake-elsinore/solar-permit-guide/,locality-guide,california,ca-riverside-lake-elsinore-sce,index,https://mygridpermit.com/california/lake-elsinore/solar-permit-guide/,true,"Lake Elsinore, CA Solar Permit Guide | GridPermit",49,"Lake Elsinore, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-11.",145,Lake Elsinore Solar Permit Guide,1,28,16,2,false,1414,5,86.7,2026-08-11,1
/california/lake-forest/solar-permit-guide/,locality-guide,california,ca-orange-lake-forest-sce,index,https://mygridpermit.com/california/lake-forest/solar-permit-guide/,true,"Lake Forest, CA Solar Permit Guide | GridPermit",47,"Lake Forest, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-11.",143,Lake Forest Solar Permit Guide,1,28,3,2,false,1268,7,80,2026-08-11,1
/california/lakewood/solar-permit-guide/,locality-guide,california,ca-los-angeles-lakewood-sce,index,https://mygridpermit.com/california/lakewood/solar-permit-guide/,true,"Lakewood, CA Solar Permit Guide | GridPermit",44,"Lakewood, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-11.",140,Lakewood Solar Permit Guide,1,28,3,2,false,1286,6,86.7,2026-08-11,1
/california/larkspur/solar-permit-guide/,locality-guide,california,ca-marin-larkspur-pge,index,https://mygridpermit.com/california/larkspur/solar-permit-guide/,true,"Larkspur, CA Solar Permit Guide | GridPermit",44,"Larkspur, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",140,Larkspur Solar Permit Guide,1,28,11,2,false,1032,4,80,2026-08-09,1
/california/lemon-grove/solar-permit-guide/,locality-guide,california,ca-san-diego-lemon-grove-sdge,index,https://mygridpermit.com/california/lemon-grove/solar-permit-guide/,true,"Lemon Grove, CA Solar Permit Guide | GridPermit",47,"Lemon Grove, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-08.",143,Lemon Grove Solar Permit Guide,1,28,3,2,false,1118,3,86.7,2026-08-08,1
/california/lemoore/solar-permit-guide/,locality-guide,california,ca-kings-lemoore-pge,index,https://mygridpermit.com/california/lemoore/solar-permit-guide/,true,"Lemoore, CA Solar Permit Guide | GridPermit",43,"Lemoore, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-10.",139,Lemoore Solar Permit Guide,1,27,4,2,false,1221,5,86.7,2026-08-10,1
/california/lincoln/solar-permit-guide/,locality-guide,california,ca-placer-lincoln-pge,index,https://mygridpermit.com/california/lincoln/solar-permit-guide/,true,"Lincoln, CA Solar Permit Guide | GridPermit",43,"Lincoln, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",139,Lincoln Solar Permit Guide,1,27,4,2,false,1063,4,80,2026-08-09,1
/california/livermore/solar-permit-guide/,locality-guide,california,ca-alameda-livermore-pge,index,https://mygridpermit.com/california/livermore/solar-permit-guide/,true,"Livermore, CA Solar Permit Guide | GridPermit",45,"Livermore, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",141,Livermore Solar Permit Guide,1,28,3,2,false,1066,5,80,2026-08-09,1
/california/lodi/solar-permit-guide/,locality-guide,california,ca-san-joaquin-lodi-leu,index,https://mygridpermit.com/california/lodi/solar-permit-guide/,true,"Lodi, CA Solar Permit Guide | GridPermit",40,"Lodi, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-05.",136,Lodi Solar Permit Guide,1,24,5,2,false,1123,1,80,2026-08-05,1
/california/loma-linda/solar-permit-guide/,locality-guide,california,ca-san-bernardino-loma-linda-sce,index,https://mygridpermit.com/california/loma-linda/solar-permit-guide/,true,"Loma Linda, CA Solar Permit Guide | GridPermit",46,"Loma Linda, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-08.",142,Loma Linda Solar Permit Guide,1,28,3,2,false,1090,5,80,2026-08-08,1
/california/lompoc/solar-permit-guide/,locality-guide,california,ca-santa-barbara-lompoc-lu,index,https://mygridpermit.com/california/lompoc/solar-permit-guide/,true,"Lompoc, CA Solar Permit Guide | GridPermit",42,"Lompoc, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-11.",138,Lompoc Solar Permit Guide,1,25,6,2,false,1089,2,86.7,2026-08-11,1
/california/los-angeles/solar-permit-guide/,locality-guide,california,ca-los-angeles-los-angeles-ladwp,index,https://mygridpermit.com/california/los-angeles/solar-permit-guide/,true,"Los Angeles, CA Solar Permit Guide | GridPermit",47,"Los Angeles, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",143,Los Angeles Solar Permit Guide,1,27,2,2,false,1389,3,80,2026-08-09,1
/california/los-banos/solar-permit-guide/,locality-guide,california,ca-merced-los-banos-pge,index,https://mygridpermit.com/california/los-banos/solar-permit-guide/,true,"Los Banos, CA Solar Permit Guide | GridPermit",45,"Los Banos, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-11.",141,Los Banos Solar Permit Guide,1,27,3,2,false,1022,4,80,2026-08-11,1
/california/los-gatos/solar-permit-guide/,locality-guide,california,ca-santa-clara-los-gatos-pge,index,https://mygridpermit.com/california/los-gatos/solar-permit-guide/,true,"Los Gatos, CA Solar Permit Guide | GridPermit",45,"Los Gatos, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-09.",141,Los Gatos Solar Permit Guide,1,28,15,2,false,1145,4,80,2026-08-09,1
/california/madera/solar-permit-guide/,locality-guide,california,ca-madera-madera-pge,index,https://mygridpermit.com/california/madera/solar-permit-guide/,true,"Madera, CA Solar Permit Guide | GridPermit",42,"Madera, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-05.",138,Madera Solar Permit Guide,1,27,3,2,false,1110,5,80,2026-08-05,1
/california/malibu/solar-permit-guide/,locality-guide,california,ca-los-angeles-malibu-sce,index,https://mygridpermit.com/california/malibu/solar-permit-guide/,true,"Malibu, CA Solar Permit Guide | GridPermit",42,"Malibu, CA solar permit facts: permit authority, utility, fees, and inspection steps — sourced and confidence-scored. Verified 2026-08-06.",138,Malibu Solar Permit Guide,1,28,3,2,false,1171,6,80,2026-08-06,1
